ID,Item Name,Image,Category,Colour Name,Colour Family,Colour_is_neutral,Season,Fit,Style,BodyType,Lifestyle,Utility
D076,Strappy A-line Floral Maxi Dress,D076.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/QeMBVZMNFBR_ZCsidaaHlw/fQUL4TTvT92lo70V8SCfPjAIoTc9QDA5-UM-Mxr-5XxiwJvRoMOo0SqZQ9r99HszqIHPXAUNqeM8s07-JVq4D4yn-92Bd9fzhFZ9SvmVdWwgWsHRIXxoMwBflkDN-mhraMXtt9eoJJgwkO2sIhzSsQ/pgFPmjqkXLKHedVMnUKSMHzV3PTRdBNxK_aOwPelIis),Dress/ Jumpsuit,Printed pink and Off white,Pink,False,Summer,Relaxed,"Romantic,Bohemian","Hourglass,Pear,Apple,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy","Statement,Layering"
D077,Halter Midi Dress,D077.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/V21b0BcQNLZHDVnlwiI5Lg/k5LLETRS1L-87gllG3thYUFnXbzDy6k0kXFiOT-A_LzRGMcFQdPORml69Z3XarjXyuzK_wCH6JPl6qrvYhIX4jky5efUOUCUy407ZRIEl2_YLEE7XOhlgfac9CA5amLnC1lDir_pcjfkF896-MkvLA/PnOXY8qYqkSkS54RrTO_JazYsB9_seukO8icFuQAp58),Dress/ Jumpsuit,Brown with Black Polkas,Brown,False,Summer,Fitted ,"Romantic,Chic,Bohemian","Hourglass,Rectangle,Inverted Triangle,Pear","Social/ Trendy,Smart Casual",Statement
D078,Strappy Midi Dress,D078.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Uav1JlFmq2-E18Zzv4QKrw/tkrN9IHoHh5aSWphT3HJesU9lmHmsMIu0uBDXazWIR_w0UO2PXFR4JYBTpXyvMXRk6X5_hRBbZADuMPfuPusm8Q-TP4torDuAQ4zONNoCx5RINiiT13gW4nyS-bHvKXDTsLaLV_7PnEtvHjswiI0TQ/1wqbmGPnZkFgQ8wM-xiG4rXgqZXwZADqBPXRV4JcWh4),Dress/ Jumpsuit,Green with Whtie Polkas,Green,False,Summer,Fitted ,Romantic,"Hourglass,Pear,Rectangle","Smart Casual,Lounge",Layering
D079,Gathered Mini Dress,D079.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/aH9m--L1FblMLd8lgKjCCg/_x7nIK1Q2gRPMZn3-xgbj8-kDO_76JljOlQBnbkveIPCPIrDi9rhFH5rEy1y4wD1sqWVmV4iMlPrDCMzu6JlinPK877Fix_iijlrTmoUp2tQc6XENvNyE2PpKXQArNPU9GneK2iZo8ZtzC06nCWEgA/pt3NgaogSCYAK0epeewuvmtehc6nYoFGOE9C8Ou2KnM),Dress/ Jumpsuit,Denim,Navy,True,Summer,Fitted ,"Streetstyle,Chic,Edgy","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy","Basics,Versitile"
D080,Strappy A-line Maxi Dress,D080.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/uIJOPvDMmCnBfp1qbkK8Ww/0O0P4Km91ok9qY_VeYFXlyd_VBVkQCDaTiYb2GF8Aw7UwQBmORgox6KoPqOqZtiCZLi80LoCurwxYjs-BL9qeaT4tr5d8OFSf9BEbqeMszdVEzkA7D-rkym-zVXZyc-oOhV4Vv7x6fLsH4k4-fyUgA/UtgUgA_erJXBhsTNcqacC8OEQkUE-4VMMI9lJNPJtRU),Dress/ Jumpsuit,Embroidered Brown and White,Brown,False,Summer,Relaxed,"Romantic,Bohemian","Hourglass,Pear,Rectangle,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Layering,Statement"
D081,Halter Tie Cut-Out Maxi Dress,D081.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/_g3vrBLuSnR4hNUD3Axrzw/AEEAP4GAAyocUXZ2Zw1p0mzHZtnPuagvWjOxwHxbxL3OlfcMSp94zFt9LX56deEc-kO8IJbe7_r1Ju8Y32tzUQBZTT7Yvw_INHqicEa-1Xn12_0OUdaPG4YF3FCnoc8feznKIz-WrQgn4fSIvI8gpw/qm9yteql8CwBsbufJ9FkRRvBP0A974lZL3b1rAGKSmg),Dress/ Jumpsuit,White,White,True,Summer,Fitted ,"Chic,Romantic","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy","Versitile,Statement"
D082,Frilled Halter Mini Dress,D082.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/hIoH51YMh4J8lpSjIZP4dg/uxRcfLSnxw7wF33pI_gjdE6pXIOm7ACgEC-j6IkaF-YM6AEEWnzMNxq8PXvlNQ59Imeo4U4HPkDnMCudhYIydWF-5XvKL0uzYHgksI0OlAP9HtuOeOc8nQGvUuqidSZErJ98YR1CfjevvBGwJSYk-g/EizfsOtpfuIEQ8V8UFLsRv50DyP30awNjvL4sV5T5w4),Dress/ Jumpsuit,Lemon Yellow,Yellow,False,Summer,Relaxed,"Romantic,Bohemian,Chic","Hourglass,Pear,Rectangle,Apple,Inverted Triangle",Social/ Trendy,Statement
D083,Strappy A-line Maxi Dress,D083.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/MRACrY2DlVi2OWyQGAj_FQ/G2egL8SvOWO8UQSZIPOQHaYeIxqs8CFKCtHM1OC5JhktkMwrdB7CPdzYHNbLdlV41dx_9omTf1ZL5RtVZ7lI3Gl3MCfM7JwECB915zXXnwtdn2Ogx8fQW4gg2qMDVz0gdxkBMnDgl-4GsZqLH32Ccg/mz5kLIN4w8hHatvKAZjmf9B6TNad7Xj-DIhL-tZ9ZLU),Dress/ Jumpsuit,Green,Green,False,Summer,Structured,"Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Lounge","Layering,Versitile"
D084,Halter A-line Mini Dress,D084.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/H66xVSxc25GpeZep9H6mdA/3XxU-1F79zWkLbmx5KwSfmhXr55NDe1IOnhbnSdvhKKMJXIQ2anfUu3QU2CCBeE5DJibfz3d-DJRQ7PqZBC_DQFn5IVw4aIb2ki_qDvdPGpOrvcH55kn7Nb8S0vafdJj9YLq2CKp_pRF3sljEDfp_A/XOuOLRU6SYxRXNImkYRwfVpg9tsdXSdalcUmiW_u2BE),Dress/ Jumpsuit,White with yellow Floral Print,White,False,Summer,Relaxed,"Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle,Apple",Social/ Trendy,Basics
D085,Denim Sheath Dress,D085.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/aSGe4zpRz9sF6tSASVFLqg/5VyDyZ-UHVde9fLTq_uR8I-YeeLisuOss1qCwW47Wakkh_IiYK-6NCtiRmJIcATiCFj5oPtvdR5_y6oJ-32Sg9UhA6tqAMhUNymPFsysc5rPU_uCIIiMl_tvD9ZZclfIrlalhKTOm0bnYya8l4KiCg/5Xg41V-vbqBNdyoUVJJzxEyQIN8AYr1CSwj1pMPFbVw),Dress/ Jumpsuit,Denim,Navy,True,Summer,Fitted ,"Chic,Streetstyle","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy",Statement
D086,Relaxed Mini Dress,D086.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/qQGBDnxLboOH4u02tDhQnA/tbUAdn19XJY30wluAbVGLq0X6GiuZw9p3APW2Z49fBXlNvUqK2TGzY6deoieupnHmYPPzB7-MRlP0VYLOfO-9zIXiT967hbyxPtTTagpR-phz4v_dOURqSbiCINieko8TFQDzcUS0KSh8Ss5XGuH_A/GQP-JNARq8vswDc5-VJ0_FaCaPZqhHk-jZvQ1V0usNA),Dress/ Jumpsuit,White,White,True,Summer,Relaxed,"Romantic,Bohemian,Classic","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy,Lounge",Statement
D087,Strappy Crochet Maxi Dress,D087.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/g7ADkCCz97pNm3DzLNvoKg/jfXmCRdQCrxQ-O_B9CX_OXhAKA9sr44YEh_bUcm_nNG9wA_jVSrxQLGL_okg2rYswobKOsNMRIvsmaulNCdEO1d5rVmPJgRVw0jZ7QX-s06DhPV63RrfEWQ18bpGCV70U1k76yNaebKLrdVqGs3AYg/ERj1KigYoJKSwYb2Y-Kgy3TRePAvx7plWjbhXwFz2vc),Dress/ Jumpsuit,Striped - Off white and Brown,Brown,False,Summer,Fitted ,"Chic,Contemporary,Edgy","Hourglass,Pear,Rectangle",Social/ Trendy,"Statement,Layering"
D088,Strappy Crochet Mini Dress,D088.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/1ThxAM0tw7iQd4lvOJw4UQ/vMLaF2HQ8Q_3XwRE-g-8lg3XFORzTNT6TSgiPmtpfiwGjfuydid1TpAci9o_Hb5cQ74DQ3v045ZtV4sgYxRoTMViwK7WODQbVrUDHm43O2JLNxpZbh9e4QxibfcaioQNbiwOX61BFEpf7_KNydJp1Q/toKsZHxGsgY5HQEG5kseG4a0MlTHpYtjc1C1ak4q4_c),Dress/ Jumpsuit,Yellow and Pink,Yellow,False,Summer,Fitted ,"Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle",Social/ Trendy,"Statement,Layering"
D089,Strappy Mini Skater Dress,D089.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/zDnvavJauipLG5F_Z4ehgw/1O4yKTEknKQAhWfcqvl6uZGTqOLbBmLpXyrRgWF0khkJTLlsGbxSed0emQ9cS4d9ThXniaD6bEOWZUNl7HCw4ikiBxOHvPtvuQ_3gnbhDId-pzLDsn02tBxkVFauyplAbWSXcfJjdL2xNQ9CcuyuHQ/EcezSoceU6jeWlx9WnZbHDbM7EBuctuTogswphGUKuU),Dress/ Jumpsuit,White,White,True,Summer,Structured,"Chic,Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy","Basics,Layering"
D090,Strappy Relaxed Midi Dress,D090.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/gdD2hAMbI154Z7XkvjSfHw/QL-PIg6rUY0yPdsLdbFv8p4G70kD3GkO9oMIF6zV918FP5r_A5MOJk5AsAT2dcRn47lTAoYodDIQ9iHiqS7SsI6OIBsGQ9SFgDRojxGrjYMfg1wb1lbR8DHXLSq50_h0f-DQJCBFYU9VLjTm5nDwHw/Gzc6WNg_YQwRkVijM5yupWoXE-chcVor0Mcb6OAwsCI),Dress/ Jumpsuit,Brown,Brown,False,Summer,Relaxed,"Bohemian,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Social/ Trendy,Lounge",Statement
D091,Strappy Tie Sheath Midi Dress with Slit,D091.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/hofp-rhiHaiWL5lbgGjnHg/F8NcxkiDREouYBn6bu78Wkl4a3Vo2bvz88b9yDMGjvxKqk6Ht0c5ylyxt0Hq2kDOw7e0lvbkMD7pCV4bYkye6xID7SpVvUyOPacd3nlXYTfZqmYFWMO84Twu4wj6IEkx8tILYy7SMaCqiR9vdW0lEw/5veXe6lFmWz19neAtr3_YhZJW7WhqMMT7KLyPQ9W3CE),Dress/ Jumpsuit,Grey,Grey,True,Summer,Fitted ,"Chic,Edgy,Romantic,Streetstyle","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy",Statement
D092,V-Neck Mini Dress,D092.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/q--u222skKSWL0Q9owKB6w/-UrZbW_5GBhlbvNikk9xQ40YC3git4qWINGpQKZbCJraL-FiRWcablcESoIbZmdz5-EdTn-MBle4oa__kWSfffOhXKD3FuYY9AjTH7jNRMuMvwoW3QoXgmvOatyGLx-Vh2HbDdtSbKZiCeXcmPjbSw/VsZ6MNoO6hCH34zp5akdHs9Ln1M_wfdnfg1Xrb2XUqk),Dress/ Jumpsuit,Off White,White,True,Summer,Relaxed,"Chic,Bohemian,Romantic","Hourglass,Pear,Rectangle,Apple,Inverted Triangle","Smart Casual,Social/ Trendy,Lounge",Statement
D093,Crochet Mini Dress,D093.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/yIhjTiNFTQojzP2fb_SXZA/SQNfMstbSrbXKRc0MwJqV0mw_LIq4eKeILsILZ6HMDnNfqNof1L66yRtZJWOup3eW_xcn6wCWcvo9iH9352IbxpBBkW50T9G_OX9qJA_n2Z6v9OuNAwDIh56-dq2BTfudaAvlF4B5nWsJQLXZ0NdoA/ZGkMTSrOmHhCHcbhmB7xddnCmQb5LozHR86vGNDu6hw),Dress/ Jumpsuit,Cream,White,True,Summer,Structured,"Classic,Chic,Romantic,Bohemian,Preppy","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy",Statement
D094,Collared Denim Mini Dress,D094.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/FNHAzC1kTaQ4-vhXArAoZQ/y69SDasEZO3lUfBTnS8wG6wljLAGvzXP_7LvMpZme3FMkijtvwqE-hijycItwjrYS6Q7tHW8_G9CpnDQRk5hC7mCb7nVeTPBQxUA3ep_GSQhnQaVqm1kV3FYXwxYhfANX18VdIezr9JLIwx0mZenKw/2OFExxbGO6qWUxeewT8UUPSybxpuqOXZuOOUKvYCLIw),Dress/ Jumpsuit,Denim,Navy,True,Summer,Fitted ,"Chic,Streetstyle","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy",Statement
D095,Strappy Maxi Dress,D095.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/XUUCXXFCi3-axY7ivxOVNQ/k63z13VNsGOF6aMRsMeT2ww4Kyb8Y04Hy7cyDQTSByD9lLsArbEL4JtO1_XS-p96-YAiPu9JZQ0zQtQwV6bctZojeS3Z0dJt-cPwKxODeRGvaU0cFloGpvM7tAQH9QJL_DA5kyL9lDUrAxnsZk2Fcg/gb3PAJA3SMQ5hI3bXj8NYuNixO_D1tqQwuKcLf9y_Y4),Dress/ Jumpsuit,Brown,Brown,False,Summer,Structured,"Bohemian,Romantic","Hourglass,Pear,Rectangle,Apple,Inverted Triangle","Social/ Trendy,Lounge",Layering
D096,A-Line Cut-out Maxi Dress,D096.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/pNCuy_6Wwq_-3__QRIhw_w/PSNagt0U0N87sAnFh2cbcySFmeNB3SJFTS05skT06mSj_AFVH4Cx6Qeofcrk21xsK2LV_-Rmwor-q3ggnb0_Jz-s0EPoQ3jXGoSAm9rtND7cwiLi-iyolNsvIFp88pDuQEAXYrrvVSDKM7u_Stk8sA/mfkUEZ4NOhAZd9VWG7AOjvOQs1h0Iwg0juQsqkSzrLk),Dress/ Jumpsuit,Hot Pink,Pink,False,Summer,Structured,"Glamorous,Edgy,Romantic,Contemporary","Hourglass,Pear,Rectangle",Social/ Trendy,Statement
D097,Strappy Mini Skater Dress,D097.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Mce_nPyrRvX9F_xekGsfDQ/x2Iae35LIAvfP2VBUtEnS3EGLAguFKC_-cFJoNGZNgbI04Y-aZOT9OLZfuhfl02ytnUXMkPdX1Wi1_F0VT5X0Gt8ia6fY3dyT56ROvGXYvo4OcImKlNdxLlIOv71x3DYDxQYDvVRV0ECnwScqwKaWA/W2L02IgnxvbBxTFYYv-lXH8UkS2enLXQ5G1RV0JCnRk),Dress/ Jumpsuit,White,White,True,Summer,Structured,"Classic,Chic,Romantic","Hourglass,Pear,Rectangle,Apple,Inverted Triangle","Smart Casual,Social/ Trendy","Basics,Layering"
D098,V-Neck Maxi Tie Dress,D098.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/a-VcY05lRGkXXQTsVDfoeA/cGvDVbhrAYDOd-xCAElXBaWdyLNfOp46U-8lvAFISsAM1IluJbCDU02knPJdIlL6IyofNWIglBzLpTdSVNVbttuwBqWu3jCv7A_6FJDU5j3xSf3dvxSaqHF-sTxQnf4ZzShElCtIJpFbInDOhHW3SA/uMHmHaxC6G8NZxyE1LoYj6gROav_Ip6sWZEfQJ0cVuc),Dress/ Jumpsuit,Brown,Brown,False,Summer,Relaxed,"Bohemian,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy",Statement
D099,V-Neck Maxi Tie Dress,D099.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/bpc2SqZKW6W5DVlSPMLhGg/8Q6jivvpIOFCGKO4lk47g1XpOhMAUPIkT2IjFNEvbeSgras1EOjptEXf7uNZYXL4gI0IzDyZ2WzyCT_UNtjT0Z_inHrjbJEV88J7G_IDL08Gg-_GxEDR6YaQMf4flrLd9H44ecyHsRMaLGP1L_D07g/NSa8icng9GAFKDVtU8cI8JNMAwA0tCniCnTERVEwf-Q),Dress/ Jumpsuit,Red,Red,False,Summer,Relaxed,"Bohemian,Glamorous,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy",Statement
D100,Frilled off Shoulder Midi Dress,D100.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/jhaOqEYVJqyqa-5gzAPGxg/uPOW_SFvleYHcH3xGmXJD__rPv2olU8VM60ArhKvJTT5oUtbcMfJNUGbj1FkSznyDA1bbgg620q2CXGARyruqZ0dAD4xIw7mLJEergmDOyMItACgmr6_zBW3-XT2RS2YCdHV5biv3b_RAmwsRS6pYA/4NJC61fvrMsbAcQVdTCPke4Axj352Y828AXrgtXHRns),Dress/ Jumpsuit,Brown,Brown,False,Summer,Structured,"Bohemian,Edgy,Romantic","Hourglass,Pear,Rectangle",Social/ Trendy,Statement
D101,Crochet Maxi Dress,D101.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/oxjDeAObfBVl8hU6Qt0pWA/frWM0oZ-_pukgCFfWwso8II3ZN7LPygiMBNI3SxUAginn2y_Cc1LDUpX0qWewtN7SwX8tgS1apCNXN96LWqRaCR0D9SSyhUezETzp1Extry_0WmEDmYSQ0-PYEklhuDQiFYuIe7rzCEmOR7jY5leZg/44tw9uGQPGDcF0MRkVrq0viw9QL7LdQBz3wF5HkDhF8),Dress/ Jumpsuit,Black,Black,True,Summer,Structured,Bohemian,"Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy",Statement
D102,A-line Halter Midi Dress,D102.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/HD8u1PefzhPQkWjZ7-XLLg/CcprTWLXNUk2sYHrCsk4HmAAJbAa9p22AmdetGRhfM9amEwVYM9C5cZ7s-Xacv76RAPtyJYvz9VIcFGUWAcS6X5Dr5qYdXJgC1g63FbVQkEygVaFb1wQwFz64ATXBvn0XQXZ0-Fxo23bgM-1h0r4IA/gGMff1BX2K9KawmYJMljflWosGDfE2MALQib957vUio),Dress/ Jumpsuit,Yellow + white and red print,Yellow,False,Summer,Structured,"Bohemian,Romantic","Hourglass,Pear,Rectangle","Smart Casual,Social/ Trendy","Statement,Layering"
D103,Strappy Relaxed Maxi Dress,D103.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/TEgHnWburFrkRNkwUojDRQ/oIa05EflOYqKLe0U4p07_7j3eXWTysRSjg5ZBdq64AKYyfU7AnFytul4sLVKxvKAHCuFyPINQ_IdDuQGJLRPDLh4ee3bFHt-by-pWAH6k1dYwqc2bR3Ev0oLcsv0y5BVlJEqBaKXPkXrrFEFMlhaDg/jZhFfh_0WlC6gw7O6kXIdMAG0xBB-mFwx5iwn1BA5a4),Dress/ Jumpsuit,Beige,Beige,True,Summer,Relaxed,"Bohemian,Chic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple",Smart Casual,"Basics,Layering"
D104,Relaxed Halter Midi Dress,D104.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/T4I7bIW_VgD8UnFVXUeGkw/YGrajmQT5HH6bq542mS90vd4uln6ldsOA280HJ9y0a4BGOduuzZejFY-ki2zSZ4oyagqHbgtXj-_TpzKzJReYBTa8WSWXRmD2LrFriUJ1JWENVoXppfbSzd27EU3ZMzw7NfUPeJvzOGh_3np-Tv0Vw/COWzse_e_o_RHGGr96XMNyaOKTxu4k4ct0XDWCEQNdg),Dress/ Jumpsuit,Red,Red,False,Summer,Relaxed,"Romantic,Bohemian,Chic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy","Layering,Basics"
D105,Strappy Embroidered Mini Dress,D105.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/2KHyCEqrEpzAC-8OULPfjA/ieVffFKfgHg1FnnDVAGf2cnAWjzJULyuQP6xHJI61SsqaXm0l_nKEodnFSaDMFJl4TJFN65EIyHVlwUvClrvFetiAWHFhlkMabW8uQoUG6qh38tXnNpHt_mRGQEXtVgrgfT-p-guhway55fiDb7L5A/esQpdOptIXdsqSaRB8Hj1yK0Z2-5DB_svDSBpsJb7mg),Dress/ Jumpsuit,White and Beige,White,False,Summer,Structured,"Romantic,Bohemian","Hourglass,Rectangle","Social/ Trendy,Smart Casual","Layering,Statement"
D106,Combination Maxi Dress,D106.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/v32W6FpMEwvcVt4dAg16NQ/zPHaysWwBEwDcthteMBt4eMw0vYWu-4a0OsiHoC73eyUbYNQ07tIvu_wpYVX9L2quh4gv_3DSZOziceUWw3jzx6pS6TEHjSYCyj7-HP3zUjn2l1lJA8FqEM086ENlF-ef3MoAqRQQfPuuNJ1kEx8Pw/5UQywZMaUzTXvZkkt8a1Px_n1BBiLdGqwVab1YGM9hQ),Dress/ Jumpsuit,Magenta,Purple,False,All Season,Structured,Glamorous,"Hourglass,Rectangle,Pear","Smart Casual,Social/ Trendy",Statement
D107,Strapless A-line Midi Dress,D107.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/xKn_M4NNtPh4CO5AKYNPTw/SFtrCncugvhXkhra8UqvL-MwKWglQ_0Tn6A9_LsqIHuDl0Y37oW_I0o6Dxe2KJ-Jfs_KLQBqfyI82OAAWAi3jIVsntR3-1KXBH0AX_7ahlOjpHQFPTuD7-Ct79_dVB4dGRHL1EpO1tfulcWnfwSlag/1NMY0hDDiC3oqr3EoBjE_bPvz6o_hh-tmF3LsYJAaAw),Dress/ Jumpsuit,Navy,Navy,True,Summer,Structured,"Classic,Chic,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy",Layering
D108,Strappy A-line Combination Dress,D108.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/8uc7ePglj9A41FzIa38XGw/ff11j7bdcU6_c5xnpOA5iOoc46zskopOtbvm7Y2E5KGHZFKTpmtsIfY9lYALhoc-Mnp0V3nG8XGz2hJAXNqyHuPH4LbUwQhE2EnsRX1DyXjyPkaEFU7yF7edMiJZEFivwxtwbKzdz3zExzA4Ug2WtA/AEk94gkWS58IFEiCfuJ60wq6miyavYROh7D6wewm8MM),Dress/ Jumpsuit,Black + yellow prints,Black,False,Summer,Structured,"Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle,Apple",Social/ Trendy,Statement
D109,Leather Midi Sheath Dress,D109.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/EvLboCMd_OCDcNDU_x6R2w/dA7fGMhJOXlBwsyZucKLG3VRG6iwLgPj6ahMB0gfsTQXhG1NTF8l0sIz_dp1COIg-xGB_2rc-mu_mekVxyhUvpgnzVIJm5CtfD72rLRM7TgwQ2rnMqPRElhOxwOEjTOQh8XnKZzj7PEPNF-oDhmkqA/rracgqQsJgAMODUeI4IzXR-3AER20AZBN0lQLHfQk-o),Dress/ Jumpsuit,Black,Black,True,All Season,Fitted ,"Edgy,Chic","Hourglass,Pear,Rectangle","Social/ Trendy,Smart Casual",Statement
D110,Strappy Lace and Satin Mini Dress,D110.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/nUYwK2tbtLwTrAQKaFm1Dw/DfNH39kHh02tMas1kO82GvssJQz38CkiROulzauhM5Epd8QWRqu1OwkicqRJGZI4u7j7OASU3vupAoow6MU8OaS57_I3Ayzde3wHkOOhGAfqSKupkAe6OEsBh8aRfGhAfT4LyhI8Wcst6mOafxMxow/TNVDGoaw8seUBwUnjl1fOnZa4acdgHsaM_SQnEa2ldA),Dress/ Jumpsuit,Black,Black,True,Summer,Fitted ,"Romantic,Edgy,Chic","Hourglass,Pear,Rectangle",Social/ Trendy,"Statement,Layering"
D111,Strappy Lace and Satin Mini Dress,D111.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/htI1xEeOmdRa4Ip2jmYGjA/b-hatDNHiTfxjxInNPgXVCwRqYkSAJbCdLudcXM-2shoMdmasujf-n0WWh92qSHM2PFSZFYQ2uXI3fzS8M_MwlZKUNEf7P5y6m7Yajq1NJS_ZDUnN4peqdWf5pq2E2NEm6TWz1v8nPG1WUL21LZ0zw/1jHsQHB3pDsFCuN4jh3dkiVn01xbuNKY49BSCm3X2_s),Dress/ Jumpsuit,White,White,True,Summer,Fitted ,"Romantic,Edgy,Chic","Hourglass,Pear,Rectangle",Social/ Trendy,"Statement,Layering"
D112,Halter Tie Mini Dress,D112.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/sIdRVqy1F7iwalqZvDDKKg/1DkFolA2GLpHpiPwExD5rIndZrPFBELe_sjyYJwfb-yZHD9CAuXaJ078I91Vatf2M4ASLOlNpjoY9UOcIdngmFVvzY3FC304jhtYpsGqM4Fs3RRS4VfpCDxY776-F4BjNtd6q-kaTBKZauKu9lBGog/cMsG2Hm0dumUwmkBYWfCEJetszXxcvtzlYvbk7zFoLA),Dress/ Jumpsuit,Purple ,Purple,False,Summer,Structured,"Edgy,Glamorous,Contemporary","Hourglass,Rectangle,Pear,Inverted Triangle",Social/ Trendy,Statement
D113,Strappy A-line Sequince Maxi Dress,D113.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/pDczNiKXpGRL316af5YbXQ/YggXSXDGmWhETsnP_GFNXLgboRqbXAK0g2RYb2b1p0bDgWuVG5BkFzFjduquqCljapDOl1N1xgHdbayQepqxWDSULcr1Rrd4Zz0BBaJfadAVmZmdEKmswgK6Qj0suI7JQB-BljoDKPmxApcFeBGv4A/JH64E7sEhzS4tV9OpMDLXekfNiS61ig8NK3HgL9hVlI),Dress/ Jumpsuit,Silver,Metallic,False,All Season,Structured,Glamorous,"Hourglass,Rectangle,Pear,Inverted Triangle",Social/ Trendy,Statement
D114,Strapless Midi Sheath Dress,D114.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/MBvZnYYEuB_lK3ZWWCVdig/4ADa7dVcxSJkD4T_hpa4CavBJaNN0x-QG95j_yT_imU07uB71-Fq8tp3h_oot1cIbruFak2SHYLDsvPiZrQIkQ3FKykwGuc_AIdbcfngJiuX8jq8GyPHzGdR41_EQDFf46sAxNY8bGLad9yDSTOmsw/NUYmTpzULGBrxONMMGE-xZ6WYQH0t6M1Flr9us1QKRk),Dress/ Jumpsuit,Black,Black,True,All Season,Fitted ,"Classic,Chic","Hourglass,Rectangle,Pear",Social/ Trendy,Statement
D115,Draped A-line Maxi Dress,D115.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/qHAr95YAT_YE5Qzf0di5PA/XYGlAorSM7Ds6HWmgMuFFCh2SDpf-P4X42Yzp56Yaoc7AKDLqgODDGdwiVYirwrjlK_fJro8G5W41MqHifimPpWrrUvDTyxkU07p_aK7Q0KFj2fP8J_WYAOy_LTmRzYZUmNQrT2nJ1d3DXi4OiYx4w/NFeSIbaiETzRomn0koZ3YTEqm-VkZlfc03fSWUejyLY),Dress/ Jumpsuit,Dark Brown,Brown,False,Summer,Structured,"Classic,Chic,Romantic,Glamorous","Hourglass,Rectangle,Pear",Social/ Trendy,Statement
